token,neighbor,cosine
reviewers,authors,0.6698546
reviewers,rated,0.6695286
reviewers,contributors,0.6654164
reviewers,published,0.6521352
reviewers,audience,0.6491166
reviewers,editor,0.646527
reviewers,evaluated,0.6439729
reviewers,inspected,0.6406906
col-,column,0.74927914
col-,columns,0.7121853
col-,cr,0.6951718
col-,formation,0.6883779
col-,structured,0.6830353
col-,loc,0.68082786
col-,co-,0.6770168
col-,form,0.67492235
col-,ch,0.67240554
col-,abstract,0.669513
awareness,aware,0.885092
awareness,attention,0.75052625
awareness,knowing,0.73247385
awareness,recognizing,0.7287338
awareness,observe,0.728258
awareness,recognize,0.7255714
awareness,notice,0.7095367
awareness,concern,0.70741886
awareness,understanding,0.7063429
awareness,important,0.7023851
michlmayr,michail,0.69626033
michlmayr,zimmermann,0.6568397
michlmayr,cl,0.6356738
michlmayr,gruhn,0.6154453
michlmayr,german,0.6056597
michlmayr,oberleitner,0.60490525
michlmayr,diehl,0.5996308
michlmayr,m2,0.59821993
michlmayr,im-,0.5906798
michlmayr,germany,0.58901966
vertical,horizontal,0.81759953
vertical,velopment,0.72335017
vertical,dimension,0.7221073
vertical,parallel,0.71372193
vertical,linear,0.7097101
vertical,above,0.70439553
vertical,overhead,0.6979029
vertical,top-down,0.69612175
vertical,up,0.6945066
vertical,higher,0.6926822
connection,connected,0.87853926
connection,connect,0.8372945
connection,relating,0.77713734
connection,relation,0.7503551
connection,relate,0.7476509
connection,linked,0.7473182
connection,interaction,0.74591243
connection,coupling,0.74334073
connection,network,0.7411319
connection,relations,0.738584
non-,non,0.9061438
non-,non-similar,0.8017744
non-,nonsecauth,0.79946655
non-,not,0.79211205
non-,no,0.7641608
non-,un-,0.7405488
non-,without,0.7259357
non-,nor,0.7179336
non-,alternative,0.711534
non-,different,0.7003117
orso,oo,0.74160695
orso,or,0.73152614
orso,fo-,0.68821365
orso,ori-,0.6843255
orso,oss,0.6715795
orso,og,0.66680425
orso,ov,0.6653669
orso,po,0.664652
orso,rosso,0.66144055
orso,tio,0.65688825
reusable,reusability,0.89893913
reusable,reuse,0.87661934
reusable,usable,0.78059316
reusable,utilized,0.77607596
reusable,using,0.74930024
reusable,useful,0.74718505
reusable,use,0.74505115
reusable,convenient,0.744902
reusable,customizable,0.74263906
reusable,available,0.7413392
cots,ot,0.67226875
cots,ct,0.65092963
cots,systems,0.64886713
cots,ls,0.6473537
cots,ported,0.6473405
cots,holt,0.6458807
cots,system,0.6414097
cots,coupd,0.63956934
cots,bases,0.6377387
cots,mod-,0.6376
hot-spots,areas,0.7084841
hot-spots,places,0.6956919
hot-spots,regions,0.67160755
hot-spots,locations,0.6684908
hot-spots,area,0.66480696
hot-spots,heatmap,0.66422623
hot-spots,around,0.6569171
hot-spots,clusters,0.6561013
hot-spots,surrounding,0.6549307
hot-spots,communities,0.6426165
optional,option,0.77365583
optional,depends,0.7609265
optional,preferred,0.7609094
optional,conditionally,0.75490236
optional,nonempty,0.7496463
optional,prefer,0.74907607
optional,conditional,0.74816734
optional,choices,0.73822474
optional,choice,0.73659635
optional,options,0.73021185
usr_bin,usr,0.7617382
usr_bin,usr_sbin,0.74293166
usr_bin,bin,0.74244434
usr_bin,bsd,0.65217704
usr_bin,binary,0.64591974
usr_bin,openbsd,0.63711333
usr_bin,ur,0.63681024
usr_bin,freebsd,0.632429
usr_bin,struc-,0.63015795
usr_bin,repository,0.62706816
undone,unbound,0.7508436
undone,broken,0.7451621
undone,lost,0.7338798
undone,overcome,0.7290228
undone,fixing,0.7273722
undone,improperly,0.7217738
undone,eliminated,0.7205583
undone,fix,0.7171271
undone,attached,0.7147751
undone,off,0.71291035
acceptable,suitable,0.9034102
acceptable,reasonable,0.8732317
acceptable,sufficient,0.8682691
acceptable,appropriate,0.85512936
acceptable,fine,0.84666663
acceptable,sufficiently,0.8285534
acceptable,valid,0.81174356
acceptable,appropriately,0.8102354
acceptable,good,0.8052687
acceptable,satisfied,0.8036807
wish,want,0.8297028
wish,desired,0.8228733
wish,intend,0.7956262
wish,believe,0.78905797
wish,wants,0.7675899
wish,will,0.7544785
wish,expectation,0.75000703
wish,hope,0.741712
wish,might,0.7390818
wish,mean,0.7331905
enormous,huge,0.9646781
enormous,big,0.87620384
enormous,large,0.86177075
enormous,biggest,0.83474576
enormous,tremendous,0.80646896
enormous,bigger,0.80012155
enormous,largest,0.7960601
enormous,larger,0.7869633
enormous,extensive,0.77654
enormous,thick,0.75655174
pdf,documents,0.74483657
pdf,download,0.73433703
pdf,formats,0.730607
pdf,paper,0.73053604
pdf,citation,0.73017323
pdf,pp,0.72523427
pdf,downloads,0.7238007
pdf,book,0.7229053
pdf,format,0.7174116
pdf,docs,0.7162589
monday,today,0.752378
monday,day,0.7174734
monday,wed,0.7165638
monday,october,0.7019176
monday,week,0.7011151
monday,tue,0.6990437
monday,deadline,0.695931
monday,briefly,0.6958364
monday,time,0.69416904
monday,fridays,0.6934646
php,perl,0.7302494
php,html,0.72307694
php,java,0.70825696
php,unix,0.6891205
php,programming,0.67320305
php,xml,0.66793
php,http,0.6662054
php,coding,0.6614832
php,python,0.65861845
php,ruby,0.6581834
monden,moonen,0.69701195
monden,deursen,0.6836421
monden,dian,0.68295944
monden,minin,0.68239385
monden,iden-,0.681115
monden,en,0.68105227
monden,mer,0.67963755
monden,cken,0.6747013
monden,nent,0.66624755
monden,mon,0.6552915
comparisons,comparison,0.9745774
comparisons,comparing,0.93199015
comparisons,compares,0.9317441
comparisons,compared,0.9125392
comparisons,comparative,0.8808625
comparisons,compare,0.8736917
comparisons,comparable,0.85342914
comparisons,differences,0.8031837
comparisons,similarities,0.7880986
comparisons,comparatively,0.7831487
implied,implying,0.8515005
implied,implies,0.81322485
implied,assumed,0.80342484
implied,meant,0.78489035
implied,expressed,0.78434217
implied,intended,0.77895576
implied,implication,0.77077174
implied,stated,0.76681554
implied,indicative,0.7606174
implied,indicated,0.75997806
compatibility,compat,0.8020463
compatibility,specifications,0.72373205
compatibility,suitable,0.7127843
compatibility,compilable,0.71205086
compatibility,matching,0.7117072
compatibility,unsupportedin2,0.7102688
compatibility,usable,0.70485413
compatibility,requirements,0.7037917
compatibility,mismatch,0.700081
compatibility,interfaces,0.6975958
evolutions,evolves,0.86698914
evolutions,evolving,0.8430511
evolutions,evolved,0.8165424
evolutions,evolve,0.81302726
evolutions,evolution,0.8058283
evolutions,evolutionary,0.79386544
evolutions,evo-,0.78856
evolutions,versions,0.75893074
evolutions,evolu-,0.74516594
evolutions,polymorphism,0.7345095
detects,detect,0.9495799
detects,detecting,0.94285136
detects,detect-,0.9392133
detects,detection,0.9329296
detects,detected,0.9075355
detects,detector,0.87511706
detects,detectors,0.8310462
detects,distinguish,0.7412694
detects,investigate,0.7400829
detects,recognizing,0.73807025
options,option,0.93421274
options,choices,0.84177774
options,possibilities,0.8141948
options,choice,0.7818815
options,decisions,0.78106314
options,offers,0.7792125
options,offered,0.7702937
options,choose,0.76087046
options,offer,0.76058584
options,available,0.7584247
instabilities,stability,0.75072974
instabilities,faults,0.73835725
instabilities,problems,0.6972915
instabilities,bugs,0.686583
instabilities,defects,0.68583715
instabilities,inconsistencies,0.68310004
instabilities,phenomenon,0.67645323
instabilities,occurring,0.6703547
instabilities,problematic,0.6668515
instabilities,occurs,0.6650356
managing,manage,0.90168184
managing,management,0.896842
managing,manager,0.81436676
managing,managers,0.8059367
managing,maintaining,0.79403573
managing,organizing,0.76760876
managing,operating,0.7649162
managing,administration,0.74402285
managing,controlling,0.7426456
managing,handling,0.73877
substitution,replace,0.82563645
substitution,replacing,0.79129666
substitution,prefer,0.72097
substitution,equivalent,0.7194311
substitution,replaced,0.7169619
substitution,recomputed,0.7093786
substitution,alternative,0.70361817
substitution,instead,0.703186
substitution,becomes,0.7007064
substitution,else,0.70044786
evaluating,evaluation,0.9231403
evaluating,evaluated,0.8990886
evaluating,assessing,0.8953746
evaluating,evaluate,0.88724494
evaluating,examining,0.8049808
evaluating,assessment,0.79519194
evaluating,analyzing,0.7914819
evaluating,comparing,0.78884554
evaluating,assess,0.7845187
evaluating,analyzes,0.77337086
deursen,depen-,0.73761654
deursen,de,0.6934848
deursen,monden,0.6836421
deursen,de-,0.67779833
deursen,deb,0.65765876
deursen,nl,0.6455555
deursen,dian,0.6433366
deursen,di-,0.6324988
deursen,moonen,0.63219666
deursen,mon,0.6275458
embedded,integrated,0.7602111
embedded,augmented,0.74067724
embedded,rooted,0.7405579
embedded,implemented,0.7373464
embedded,integration,0.7274285
embedded,inserted,0.72266275
embedded,implementations,0.7136047
embedded,extensible,0.7094443
embedded,heterogeneous,0.7033398
embedded,insertions,0.70170116
tells,says,0.7577925
tells,explains,0.7511371
tells,reveals,0.74765706
tells,describes,0.7421382
tells,reads,0.7344544
tells,showed,0.73382163
tells,takes,0.7218126
tells,gets,0.71973085
tells,descriptions,0.7175028
tells,reveal,0.715157
correctly,appropriately,0.8721535
correctly,correct,0.8678521
correctly,perfectly,0.8596355
correctly,sufficiently,0.85291785
correctly,accurately,0.8386177
correctly,right,0.8310499
correctly,appropriate,0.8287918
correctly,proper,0.82339764
correctly,precisely,0.8006157
correctly,successfully,0.7989319
respects,respect,0.93574834
respects,regard,0.7896086
respects,thank,0.7442751
respects,tributed,0.7441893
respects,proper,0.73872703
respects,acknowledged,0.727314
respects,manner,0.72637355
respects,denote,0.72332674
respects,recognizes,0.72179085
respects,extend,0.71937376
soon,now,0.8131976
soon,later,0.7993327
soon,quickly,0.78415895
soon,please,0.77998483
soon,future,0.7765898
soon,whenever,0.7726132
soon,ready,0.77178633
soon,quick,0.7633056
soon,next,0.76285845
soon,near,0.75455517
lisbon,portugal,0.76865256
lisbon,berlin,0.7105947
lisbon,city,0.70658696
lisbon,tokyo,0.6970554
lisbon,toronto,0.69042236
lisbon,columbus,0.6896584
lisbon,shanghai,0.6862377
lisbon,cambridge,0.65872717
lisbon,helsinki,0.6541006
lisbon,chicago,0.644355
experiences,experience,0.8649758
experiences,experi-,0.85021937
experiences,encountered,0.7229639
experiences,activities,0.7008825
experiences,occurrences,0.69621664
experiences,explored,0.69408196
experiences,exploring,0.687806
experiences,experimented,0.6875542
experiences,encounter,0.68640405
experiences,ations,0.6844521
delete,deletes,0.8746795
delete,remove,0.8570117
delete,deleting,0.8547188
delete,deletion,0.8255775
delete,deleted,0.81025463
delete,ignore,0.7736001
delete,deletions,0.7699521
delete,removed,0.7571668
delete,discard,0.7500607
delete,removing,0.74905396
simplify,simplified,0.8793502
simplify,simpler,0.84345406
simplify,complicate,0.8145824
simplify,simple,0.80268645
simplify,simplicity,0.7874199
simplify,clarify,0.7736716
simplify,solve,0.7713513
simplify,simply,0.76587355
simplify,simplest,0.757664
simplify,reduce,0.74803334
desirable,desired,0.86165816
desirable,preferred,0.8287055
desirable,prefer,0.82613254
desirable,suitable,0.80521435
desirable,want,0.7999959
desirable,wants,0.7849355
desirable,ideal,0.78408194
desirable,acceptable,0.7768389
desirable,promising,0.76991403
desirable,appropriate,0.7591529
annotated,annotating,0.8907142
annotated,annotates,0.8896191
annotated,annotate,0.8733949
annotated,annotation,0.8640883
annotated,annotations,0.8511335
annotated,documented,0.75288105
annotated,labelled,0.7344755
annotated,labeled,0.7310046
annotated,marked,0.7250788
annotated,highlighted,0.69722515
hints,suggests,0.77976507
hints,suggesting,0.76689726
hints,suggest,0.7454619
hints,instructions,0.7420354
hints,indicate,0.73414755
hints,pointers,0.73110425
hints,suggestions,0.7298908
hints,indicating,0.726453
hints,helpful,0.7206168
hints,pointing,0.7166759
incremental,incrementally,0.9453305
incremental,increments,0.79531837
incremental,sequential,0.7528406
incremental,successive,0.73482424
incremental,increasing,0.72322
incremental,evolving,0.7118746
incremental,recursive,0.711223
incremental,steadily,0.7087513
incremental,continually,0.70779586
incremental,generating,0.7035756
kdevelop,kdewebdev,0.7861566
kdevelop,dev,0.76479083
kdevelop,kdenetwork,0.75706935
kdevelop,kdeutils,0.74814665
kdevelop,kdepim,0.74328446
kdevelop,kdelib,0.73650736
kdevelop,kdeaddons,0.73131156
kdevelop,developer,0.71999216
kdevelop,kdetoys,0.7178318
kdevelop,kdemultimedia,0.7124267
version1,version,0.8272214
version1,software1,0.79151285
version1,versions,0.78235185
version1,v1,0.78122336
version1,version2,0.76950365
version1,multi-version,0.71667093
version1,i1,0.71498156
version1,y1,0.7118972
version1,s1,0.7110761
version1,u1,0.7037496
appendix,append,0.72206897
appendix,attachments,0.681417
appendix,folder,0.67335945
appendix,manual,0.67162097
appendix,documentation,0.66153556
appendix,documents,0.66018724
appendix,insertion,0.6586266
appendix,indexing,0.65379834
appendix,extensions,0.65262717
appendix,attached,0.65105677
nationality,person,0.7682114
nationality,individual,0.7420862
nationality,country,0.73807025
nationality,persons,0.7266558
nationality,international,0.72640014
nationality,identity,0.7229861
nationality,individuals,0.717936
nationality,native,0.7123083
nationality,somebody,0.70881706
nationality,representative,0.70425165
targeted,target,0.77890015
targeted,marked,0.7118396
targeted,aim,0.7108333
targeted,referred,0.70433384
targeted,addressed,0.6957478
targeted,focused,0.69534945
targeted,pointed,0.69461143
targeted,intended,0.68391323
targeted,attracted,0.6805795
targeted,directed,0.67106926
finish,conclude,0.812562
finish,finalize,0.78989345
finish,concludes,0.7874964
finish,complete,0.7741504
finish,end,0.77103204
finish,clean,0.75375676
finish,endpaint,0.74704397
finish,accomplish,0.7445221
finish,stop,0.7376825
finish,complementing,0.7332338
rfc,http,0.7136387
rfc,https,0.69753623
rfc,sec-,0.67082775
rfc,conf,0.6707497
rfc,pdf,0.66576034
rfc,sec,0.6657204
rfc,libc,0.66160226
rfc,ff,0.656555
rfc,notations,0.6547177
rfc,commun,0.6532904
likelihood,likely,0.83169866
likelihood,possibility,0.81597567
likelihood,possible,0.8062513
likelihood,probability,0.7895387
likelihood,prob-,0.785743
likelihood,potentially,0.77719307
likelihood,bayes,0.77229667
likelihood,depending,0.73695683
likelihood,possibly,0.7365142
likelihood,infers,0.73503894
defects,defect,0.94136155
defects,faults,0.83410966
defects,problems,0.7554949
defects,fault,0.7514219
defects,lacks,0.73639584
defects,bugs,0.71479934
defects,errors,0.71451294
defects,fixes,0.7135594
defects,conditions,0.71348643
defects,problem,0.7078028
breadth-first,depth-first,0.7819105
breadth-first,graph-based,0.71536285
breadth-first,type-based,0.71246016
breadth-first,tree-based,0.6927949
breadth-first,firstfileversion,0.6898119
breadth-first,run-time,0.6858693
breadth-first,algorithms,0.6828388
breadth-first,subsets,0.6818734
breadth-first,combinatorial,0.6774739
breadth-first,higher-order,0.67506045
laski,mili,0.6913217
laski,sliwerski,0.6789796
laski,las,0.6410489
laski,turski,0.6360034
laski,finland,0.5967568
laski,los,0.58961445
laski,koskimies,0.58184576
laski,wi,0.58124024
laski,ori-,0.5766983
laski,helsinki,0.5763899
maman,momjian,0.67444116
maman,parent,0.67362094
maman,miss,0.6654339
maman,minin,0.660904
maman,mon,0.65101355
maman,sant,0.64735144
maman,master,0.63899267
maman,ma,0.63873565
maman,joan,0.63631845
maman,dian,0.635997
leverage,leverages,0.9004467
leverage,leveraging,0.7459853
leverage,forces,0.69795644
leverage,strength,0.69005597
leverage,bind,0.681708
leverage,manipulation,0.68140376
leverage,advantage,0.68011236
leverage,strong,0.67489976
leverage,pull,0.67325354
leverage,linchpin,0.6716801
dump,dumps,0.92697376
dump,dispose,0.74314374
dump,bin,0.72848773
dump,bottom,0.7084284
dump,heap,0.7000245
dump,drop,0.69545627
dump,decomposing,0.68901277
dump,loo,0.68854946
dump,decompo-,0.6882401
dump,discard,0.6868095
thought,think,0.89666885
thought,idea,0.8038988
thought,ideas,0.7750743
thought,notion,0.7637258
thought,concept,0.74541616
thought,consider,0.74540967
thought,concepts,0.7440759
thought,considers,0.7333223
thought,theory,0.7293455
thought,realize,0.7279956
increased,increase,0.91119534
increased,increasing,0.89078087
increased,increases,0.8827171
increased,expanded,0.78783953
increased,growth,0.753344
increased,bigger,0.7492027
increased,higher,0.7469476
increased,extended,0.7416542
increased,improved,0.7405769
increased,additions,0.7289125
came,comes,0.8724855
came,arose,0.809898
came,did,0.8078433
came,took,0.80698764
came,come,0.805221
came,became,0.7832541
came,appeared,0.7802398
came,yielded,0.77335286
came,obtained,0.7686984
came,given,0.76527405
ours,our,0.90775967
ours,we,0.86461943
ours,us,0.7716077
ours,us-,0.7417844
ours,together,0.72670084
ours,own,0.7205354
ours,themselves,0.7145505
ours,whose,0.705373
ours,mine,0.70309544
ours,his,0.69604945
shasha,cha,0.6568921
shasha,hash,0.64630276
shasha,san,0.6096695
shasha,ha,0.59812856
shasha,doshisha,0.5938895
shasha,es,0.5904393
shasha,beth,0.5881174
shasha,bear,0.58713776
shasha,chuah,0.58553994
shasha,sta-,0.582746
moura,ra,0.6367572
moura,rou-,0.61093646
moura,ar,0.60049284
moura,manu-,0.5966292
moura,ohira,0.59559613
moura,jose,0.5884037
moura,mircea,0.5857237
moura,ta,0.5817551
moura,ar-,0.57606703
moura,portugal,0.57378066
ksloc,msloc,0.7405477
ksloc,loc,0.6978581
ksloc,sloc,0.6902553
ksloc,sloccount,0.63698614
ksloc,slocs,0.63505316
ksloc,nloc,0.6270802
ksloc,kstyle,0.6098026
ksloc,kdelibs,0.60236824
ksloc,libc,0.5964105
ksloc,kl,0.5902632
tokyo,japan,0.77528065
tokyo,berlin,0.7509974
tokyo,toronto,0.7494652
tokyo,helsinki,0.739131
tokyo,seattle,0.7337453
tokyo,city,0.7289778
tokyo,chicago,0.7246786
tokyo,shanghai,0.7196583
tokyo,sf,0.7023321
tokyo,lisbon,0.6970554
display,displayed,0.8862664
display,displays,0.8853017
display,showing,0.8401843
display,show,0.82867384
display,shown,0.80984426
display,presentation,0.79910856
display,depicts,0.7870377
display,monitor,0.76879185
display,see,0.7643308
display,viewing,0.7527468
classgen,gen-,0.7697538
classgen,gen,0.76375455
classgen,methodgen,0.7405698
classgen,class,0.7190808
classgen,classification,0.70652175
classgen,subclass,0.6951912
classgen,subclasses,0.6935989
classgen,classifying,0.69302744
classgen,generating,0.69283277
classgen,polymorphism,0.69256175
move,moved,0.88536876
move,movement,0.87195235
move,moves,0.86006236
move,motion,0.7950408
move,proceed,0.76598275
move,migrated,0.7598932
move,leave,0.7520457
move,go,0.74211115
move,action,0.7406353
move,run,0.7388877
baz,iz,0.7396789
baz,tz,0.70209324
baz,gz,0.69412047
baz,louis,0.6414239
baz,ber,0.6210606
baz,ab,0.6180745
baz,simon,0.6107877
baz,zero,0.6092569
baz,be-,0.6085398
baz,bian,0.6080876
siy,gy,0.8216363
siy,ity,0.81164175
siy,chy,0.79538393
siy,dy-,0.78252095
siy,si,0.77874523
siy,ery,0.77652526
siy,ly,0.7738156
siy,py,0.75035924
siy,ogy,0.7459096
siy,sys,0.70576674
obviously,clearly,0.8963228
obviously,certainly,0.8069359
obviously,necessarily,0.79775095
obviously,exactly,0.793141
obviously,obvious,0.78101844
obviously,probably,0.7738721
obviously,correct,0.7709921
obviously,sure,0.7637075
obviously,precisely,0.7636117
obviously,inherently,0.76237804
improved,improvement,0.91409194
improved,improvements,0.8922753
improved,better,0.8665375
improved,improve,0.84352434
improved,improving,0.8417796
improved,enhancement,0.75820315
improved,optimized,0.75178444
improved,fixed,0.7498661
improved,adapted,0.7427428
improved,increased,0.7405769
operate,operating,0.8847471
operate,operation,0.8489592
operate,operations,0.83565485
operate,operator,0.79966694
operate,operation-based,0.7865959
operate,perform,0.7843025
operate,operators,0.7774908
operate,manage,0.7753219
operate,do,0.7490135
operate,command,0.74568164
so-,so,0.9212834
so-,such,0.82712
so-,thus,0.79826415
so-,therefore,0.713723
so-,but,0.71048677
so-,um,0.69894767
so-,as,0.6967618
so-,otherwise,0.6951305
so-,as-,0.6923596
so-,hence,0.6803334
viewed,seen,0.8621938
viewed,viewing,0.857049
viewed,see,0.8300593
viewed,looked,0.8104095
viewed,viewer,0.8056265
viewed,shown,0.8023955
viewed,views,0.80138296
viewed,look,0.78844285
viewed,displayed,0.7827837
viewed,browsed,0.7810301
discovery,discovers,0.89863634
discovery,discovered,0.8776594
discovery,discovering,0.85838556
discovery,discover,0.822227
discovery,uncover,0.8218287
discovery,breakthrough,0.8116513
discovery,reveal,0.7726846
discovery,finding,0.7613435
discovery,findings,0.7579304
discovery,revealed,0.7555523
improvements,improvement,0.929663
improvements,improved,0.8922753
improvements,improving,0.8420849
improvements,improve,0.812992
improvements,fixes,0.78087807
improvements,suggestions,0.76942736
improvements,modifications,0.76909107
improvements,additions,0.7527351
improvements,enhancement,0.75198936
improvements,better,0.7483693
hashing,hashes,0.89373666
hashing,hash,0.8290632
hashing,algorithms,0.70545006
hashing,indexing,0.7025769
hashing,algorithm,0.6996388
hashing,sequence-mining,0.6945194
hashing,finding,0.6893215
hashing,algo-,0.68763596
hashing,data-mining,0.6855105
hashing,clustering,0.6842969
kusumoto,matsumoto,0.76874745
kusumoto,matsumura,0.6597087
kusumoto,japan,0.6244294
kusumoto,japanese,0.62439454
kusumoto,kamiya,0.6229547
kusumoto,inoue,0.61385715
kusumoto,kansai,0.5859336
kusumoto,naoki,0.5846565
kusumoto,yamamoto,0.5842321
kusumoto,ohsugi,0.5834766
file-level,line-level,0.7672501
file-level,file,0.765853
file-level,files,0.7504275
file-level,flat-file,0.748012
file-level,fileversion,0.7322853
file-level,level,0.73128515
file-level,filename,0.73094785
file-level,intra-file,0.7268943
file-level,filenames,0.72689337
file-level,folder,0.7162917
dent,solid,0.700771
dent,filling,0.68822426
dent,void,0.68332356
dent,artifact,0.68077594
dent,scratch,0.67587364
dent,shell,0.67394394
dent,indentation,0.672545
dent,impact,0.66567975
dent,bide,0.6653139
dent,click,0.6649888
interpreter,interpreted,0.80171967
interpreter,analyzer,0.7062138
interpreter,language,0.69129133
interpreter,astparser,0.6796503
interpreter,comprehension,0.66886777
interpreter,mediator,0.65977556
interpreter,parser,0.6553205
interpreter,inlined,0.65449923
interpreter,parsed,0.65429336
interpreter,multilinguistic,0.6533435
tual,tural,0.86177427
tual,tu,0.70132273
tual,tue,0.6877927
tual,tut,0.6658946
tual,ture,0.64988
tual,ical,0.64121556
tual,las,0.6395427
tual,el,0.63849926
tual,ually,0.63405436
tual,thu,0.6307907
dept,department,0.9631741
dept,administration,0.71243894
dept,organization,0.70977217
dept,division,0.70027065
dept,ministry,0.6953668
dept,administrative,0.6911825
dept,classification,0.69009084
dept,sections,0.68416744
dept,direc-,0.6788622
dept,top-level,0.678448
amor,el,0.7473107
amor,real,0.70582545
amor,es,0.7029446
amor,ideal,0.7018305
amor,si,0.69874656
amor,relationship,0.69798124
amor,lo,0.69516444
amor,juan,0.6847303
amor,el-,0.6833771
amor,jose,0.68078357
efficiency,efficient,0.93651354
efficiency,efficiently,0.9023312
efficiency,productivity,0.7477458
efficiency,effectively,0.7476134
efficiency,effective,0.74084014
efficiency,optimized,0.73519075
efficiency,effectiveness,0.7264925
efficiency,advantage,0.71191967
efficiency,optimal,0.71121454
efficiency,functional,0.70557904
dynamine,dynamit,0.791489
dynamine,dynamic,0.6658084
dynamine,rx,0.6414314
dynamine,im,0.6231289
dynamine,msg,0.61872524
dynamine,generic,0.61753356
dynamine,supplements,0.6129474
dynamine,smooth,0.6109458
dynamine,fast,0.61073875
dynamine,dy-,0.6107262
ugly,bad,0.7667098
ugly,worst,0.7597033
ugly,unfavorable,0.7393913
ugly,looks,0.7272627
ugly,worse,0.72595614
ugly,unlike,0.7242051
ugly,face,0.72312236
ugly,dark,0.7026973
ugly,negative,0.6965109
ugly,avoid,0.6929784
said,stated,0.834538
said,says,0.8135974
said,meant,0.8122618
said,did,0.7683974
said,say,0.75757813
said,had,0.75228864
said,indicated,0.75018054
said,given,0.7499466
said,wrote,0.7423059
said,implied,0.73773783
tends,tend,0.90537614
tends,mean,0.7381791
tends,assumes,0.72532123
tends,gets,0.7223551
tends,relies,0.7197412
tends,tendency,0.7157219
tends,approximate,0.7153579
tends,refers,0.71517
tends,extends,0.71268266
tends,manner,0.71176165
ted,ed,0.6975511
ted,tim,0.6777432
ted,ment,0.6596547
ted,fedora,0.6594954
ted,pat-,0.6565568
ted,familiar,0.65626806
ted,david,0.6538747
ted,broad,0.6536435
ted,valid,0.65094095
ted,joe,0.6508183
switzerland,zurich,0.79891235
switzerland,netherlands,0.7045924
switzerland,france,0.69890773
switzerland,canada,0.6906451
switzerland,countries,0.68903816
switzerland,germany,0.6830527
switzerland,mi,0.67061126
switzerland,usa,0.6655068
switzerland,country,0.6637332
switzerland,italy,0.65720767
scratch,draw,0.7547977
scratch,tool,0.73877436
scratch,drawn,0.72907573
scratch,drawing,0.7196537
scratch,click,0.71946925
scratch,hack,0.7161277
scratch,traces,0.7139591
scratch,trace,0.7136966
scratch,illustrate,0.70648706
scratch,render,0.7037687
ture,tures,0.8911916
ture,tu,0.78861445
ture,tive,0.77524215
ture,ta-re,0.77032894
ture,re,0.7618405
ture,tue,0.74131995
ture,ter,0.73698425
ture,repre-,0.7330277
ture,thu,0.72906965
ture,tuple,0.72832334
connect,join,0.85272145
connect,connection,0.8372945
connect,connected,0.83596385
connect,interact,0.8225379
connect,relate,0.79900235
connect,correspond,0.7741279
connect,participate,0.7694009
connect,joined,0.75729966
connect,belong,0.7560077
connect,visit,0.75188637
thu,tue,0.8255018
thu,th,0.82495415
thu,tu,0.7843308
thu,mon,0.74491733
thu,day,0.7418623
thu,tha,0.7331626
thu,fri,0.73203844
thu,unit,0.7315574
thu,to-,0.7300122
thu,ture,0.72906965
informative,interesting,0.75110185
informative,information,0.7487209
informative,helpful,0.7389988
informative,educational,0.7244565
informative,inform,0.7227619
informative,learn,0.6936802
informative,useful,0.6885661
informative,educating,0.6878462
informative,info,0.6869621
informative,guide,0.6846951
illustrates,illustrate,0.9164949
illustrates,illustrated,0.86678714
illustrates,depicts,0.85336006
illustrates,visualizes,0.7972883
illustrates,graphical,0.79374766
illustrates,graphics,0.78748775
illustrates,diagram,0.7775033
illustrates,visualizing,0.77448654
illustrates,diagrams,0.7668752
illustrates,figure,0.75911486
ncfe,nc,0.7014909
ncfe,fea-,0.6846572
ncfe,nec-,0.6597589
ncfe,snf,0.6438474
ncfe,nsf,0.64189905
ncfe,national,0.63470453
ncfe,naist,0.6301755
ncfe,ni,0.6297373
ncfe,nd,0.6185728
ncfe,ine,0.6174692
heuris-,he,0.70684856
heuris-,heuzeroth,0.70500904
heuris-,heuristics,0.7022071
heuris-,heuristic,0.6920396
heuris-,his-,0.6904856
heuris-,his,0.6754145
heuris-,cou-,0.66917855
heuris-,ters,0.66882014
heuris-,ur,0.66656834
heuris-,rou-,0.66342974
transparency,transparent,0.86880094
transparency,clear,0.7324757
transparency,anonymized,0.7298232
transparency,visible,0.7215654
transparency,revealed,0.70629424
transparency,reveals,0.704497
transparency,reveal,0.7023723
transparency,privacy,0.6831566
transparency,awareness,0.68241805
transparency,publicly,0.67558265
co-,co,0.81152254
co-,co-occurrence,0.7999079
co-,co-changes,0.79282117
co-,co-changed,0.78155965
co-,co-change,0.7698717
co-,cou-,0.7555209
co-,correlate,0.74959636
co-,together,0.7483042
co-,collabo-,0.7348701
co-,com-,0.7315955
tuple,transitive,0.74492604
tuple,ture,0.72832334
tuple,combinatorial,0.71088964
tuple,tures,0.7060956
tuple,tu,0.6941488
tuple,combination,0.6873681
tuple,propositional,0.6850073
tuple,bijection,0.6830379
tuple,binary,0.6809938
tuple,conjunction,0.6771092
surname,names,0.8013166
surname,naming,0.75498164
surname,name,0.7497927
surname,name-based,0.746613
surname,named,0.74373186
surname,identities,0.7136341
surname,genealogy,0.703135
surname,genealo-,0.6925301
surname,usernames,0.6916894
surname,identity,0.69018257
noack,notkin,0.6644219
noack,eick,0.6556583
noack,non,0.6316773
noack,no,0.6263898
