token,token_id,freq
experi-,3437,4
pass,3438,4
info,3439,4
month,3440,4
varies,3441,4
papers,3442,4
fortran,3443,4
considerations,3444,4
glyph,3445,4
division,3446,4
letters,3447,4
init,3448,4
bits,3449,4
signed,3450,4
encodes,3451,4
cvssearch,3452,4
position-based,3453,4
kdeartwork,3454,4
character,3455,4
comprise,3456,4
substantial,3457,4
mit,3458,4
schneider,3459,4
hypothetical,3460,4
anal-,3461,4
literate,3462,4
histogram,3463,4
token-based,3464,4
folder,3465,4
happening,3466,4
website,3467,4
pinod,3468,4
urjc,3469,4
casts,3470,4
arises,3471,4
thousands,3472,4
crossing,3473,4
driven,3474,4
login,3475,4
ioms,3476,4
jars,3477,4
influences,3478,4
johnson,3479,4
hierarchies,3480,4
spearman,3481,4
maybe,3482,4
abstractions,3483,4
syntactically,3484,4
nms,3485,4
segment,3486,4
nearly,3487,4
simplicity,3488,4
nor,3489,4
experimentally,3490,4
risk,3491,4
explicit,3492,4
explicitly,3493,4
rhetoric,3494,4
conventions,3495,4
industrial-sized,3496,4
selonen,3497,4
line-level,3498,4
deletes,3499,4
lasted,3500,4
scalable,3501,4
graphics,3502,4
exploratory,3503,4
layered,3504,4
oct,3505,4
draw,3506,4
off,3507,4
ogy,3508,4
expand,3509,4
teristics,3510,4
on-,3511,4
cognitive,3512,4
resentation,3513,4
ond,3514,4
pull,3515,4
undergraduate,3516,4
country,3517,4
trivial,3518,4
decoupled,3519,4
locating,3520,4
plications,3521,4
expects,3522,4
gramming,3523,4
succeed,3524,4
anonymized,3525,4
propagated,3526,4
some-,3527,4
multilinguistic,3528,4
rennes,3529,4
subgraph,3530,4
theoretical,3531,4
rectangle,3532,4
win-,3533,4
remote,3534,4
ities,3535,4
heapfree,3536,4
concludes,3537,4
pasted,3538,4
perfor-,3539,4
pect,3540,4
architecturally,3541,4
proceed,3542,4
thresholds,3543,4
charac-,3544,4
assumed,3545,4
assumes,3546,4
between-version,3547,4
verbs,3548,4
lindig,3549,4
portions,3550,4
receive,3551,4
declaration,3552,4
standing,3553,4
sub-intervals,3554,4
dbms,3555,4
insufficient,3556,4
median,3557,4
minimal,3558,4
circles,3559,4
continually,3560,4
jan-03,3561,4
grown,3562,4
encountered,3563,4
foster,3564,4
arbi-,3565,4
replace,3566,4
transitions,3567,4
inherently,3568,4
encounter,3569,4
trying,3570,4
collabo-,3571,4
talk,3572,4
briand,3573,4
diego,3574,4
heavy,3575,4
getclientrect,3576,4
universidad,3577,4
tare,3578,4
sponding,3579,4
polymorphism,3580,4
integer,3581,4
fine,3582,4
sort,3583,4
convenient,3584,4
trary,3585,4
isomor-,3586,4
how-,3587,4
accessing,3588,4
ongoing,3589,4
uniqueline,3590,4
distinguish,3591,4
leaves,3592,4
clearcase,3593,4
rently,3594,4
akin,3595,4
nealogy,3596,4
firstfileversion,3597,4
degrees,3598,4
anyone,3599,4
regions,3600,4
caddr,3601,4
main-,3602,4
toolset,3603,4
solving,3604,4
ambros,3605,4
bonsai,3606,4
ran,3607,4
ram,3608,4
crosscutting,3609,4
succinct,3610,4
parses,3611,4
rev,3612,4
rey,3613,4
kontogiannis,3614,4
truth,3615,4
moves,3616,4
tendency,3617,4
faults,3618,4
movement,3619,4
turski,3620,4
aop,3621,4
semi-formal,3622,4
bijections,3623,4
ase,3624,4
enclosing,3625,4
book,3626,4
fridays,3627,4
symmetric,3628,4
ax-,3629,4
ical,3630,4
restricted,3631,4
modeling,3632,4
broad,3633,4
participating,3634,4
images,3635,4
access_control,3636,4
trunk,3637,4
similar-,3638,4
functionpointer,3639,4
seesoft,3640,4
broadly,3641,4
insert,3642,4
sas,3643,4
buggy,3644,4
sde,3645,4
miscellaneous,3646,4
proved,3647,4
sem,3648,4
oval,3649,4
joiner,3650,4
ber,3651,4
subcomponents,3652,4
human-,3653,4
prieto-d,3654,4
sim,3655,4
bit,3656,4
thanks,3657,4
systematic,3658,4
instruction,3659,4
syracuse,3660,4
dormant,3661,4
essentially,3662,4
similarity-based,3663,4
closely,3664,4
csmr,3665,4
sup,3666,4
ually,3667,4
handled,3668,4
flag,3669,4
recall,3670,4
rename,3671,4
begun,3672,4
tremendous,3673,4
deciding,3674,4
numerical,3675,4
counterparts,3676,4
independently,3677,4
investment,3678,3
click,3679,3
checkbox,3680,3
commission,3681,3
data-,3682,3
violating,3683,3
eclipse-icon-decorator,3684,3
serious,3685,3
tio,3686,3
predicted,3687,3
premraj,3688,3
cil,3689,3
yourdon,3690,3
velopment,3691,3
up-to-date,3692,3
signatures,3693,3
pike,3694,3
prob-,3695,3
subsection,3696,3
pink,3697,3
mandatory,3698,3
tor,3699,3
struc-,3700,3
calibre,3701,3
picture,3702,3
ready-to-use,3703,3
rose,3704,3
specialized,3705,3
became,3706,3
cse,3707,3
fixed-by,3708,3
participate,3709,3
replaced,3710,3
reflecting,3711,3
anna,3712,3
donation,3713,3
stability,3714,3
savannah,3715,3
isting,3716,3
suited,3717,3
tribution,3718,3
ences,3719,3
enti-,3720,3
pitts,3721,3
ants,3722,3
unknown,3723,3
andreas,3724,3
ante,3725,3
source-control,3726,3
tivity,3727,3
setname,3728,3
guarded,3729,3
cvshome,3730,3
veloper,3731,3
stack,3732,3
del,3733,3
di-,3734,3
choosing,3735,3
deadline,3736,3
complicates,3737,3
partly,3738,3
light-gray,3739,3
nagra,3740,3
nullpoint-,3741,3
retrieves,3742,3
inconsistently,3743,3
concern-,3744,3
acceptance,3745,3
filman,3746,3
nder,3747,3
tex-,3748,3
dle,3749,3
dency,3750,3
grant,3751,3
mance,3752,3
weakening,3753,3
curry,3754,3
dom,3755,3
characterized,3756,3
ure,3757,3
lacks,3758,3
url,3759,3
commonalities,3760,3
arrangement,3761,3
invariants,3762,3
dte,3763,3
dtd,3764,3
ducing,3765,3
inform,3766,3
radars,3767,3
august,3768,3
bug-tracking,3769,3
filename,3770,3
apiwattanapong,3771,3
compromising,3772,3
subclasses,3773,3
bethesda,3774,3
stumme,3775,3
aosd,3776,3
downloads,3777,3
informatics,3778,3
multi-criteria,3779,3
controlling,3780,3
vax,3781,3
simplest,3782,3
existence,3783,3
maxd,3784,3
scms,3785,3
spend,3786,3
industry-size,3787,3
anticipate,3788,3
plement,3789,3
sufficiently,3790,3
nec-,3791,3
consented,3792,3
archiving,3793,3
integrators,3794,3
agreed,3795,3
el-,3796,3
quences,3797,3
ejw,3798,3
leave,3799,3
predicates,3800,3
companion,3801,3
rigidity,3802,3
typedefs,3803,3
gated,3804,3
specify,3805,3
es-,3806,3
valid,3807,3
ery,3808,3
perception,3809,3
zhou,3810,3
financial,3811,3
render,3812,3
silenio,3813,3
strategy,3814,3
expertise,3815,3
exc,3816,3
stract,3817,3
leveraging,3818,3
cern,3819,3
code-,3820,3
reconstruct,3821,3
incorporating,3822,3
logistic,3823,3
fedora,3824,3
confirming,3825,3
logged,3826,3
fat,3827,3
comprising,3828,3
dividing,3829,3
portion,3830,3
speci-,3831,3
wed,3832,3
oldchild,3833,3
older,3834,3
dian,3835,3
ples,3836,3
opened,3837,3
system-,3838,3
pldi,3839,3
debian2,3840,3
originates,3841,3
barriers,3842,3
variance,3843,3
visit,3844,3
multidimensional,3845,3
call-graph,3846,3
fig,3847,3
former,3848,3
c4,3849,3
proxy,3850,3
simultaneously,3851,3
bc,3852,3
d3,3853,3
popularity,3854,3
panel,3855,3
ck,3856,3
wille,3857,3
ct,3858,3
naive,3859,3
encode,3860,3
kiczales,3861,3
f5,3862,3
rare,3863,3
ei,3864,3
el,3865,3
en,3866,3
er,3867,3
piece,3868,3
medium-sized,3869,3
desktop,3870,3
terminology,3871,3
i1,3872,3
i2,3873,3
appeared,3874,3
fri,3875,3
im,3876,3
textfield,3877,3
lp,3878,3
benchmarks,3879,3
seattle,3880,3
ml,3881,3
mr,3882,3
sigcse,3883,3
disc,3884,3
lutionary,3885,3
nj,3886,3
machine-processable,3887,3
sports,3888,3
multi-dimensional,3889,3
pa,3890,3
diagonal,3891,3
convenience,3892,3
ther,3893,3
by_type,3894,3
ri,3895,3
seg-,3896,3
seem,3897,3
enums,3898,3
mvc-based,3899,3
sf,3900,3
si,3901,3
origins,3902,3
exported,3903,3
conklin,3904,3
vi,3905,3
failure,3906,3
suggesting,3907,3
wc,3908,3
wi,3909,3
sunghun,3910,3
gap,3911,3
argue,3912,3
xp,3913,3
held,3914,3
nicolas,3915,3
power,3916,3
prop-,3917,3
dress,3918,3
rebuilding,3919,3
hosted,3920,3
xia,3921,3
equivalently,3922,3
organize,3923,3
numerous,3924,3
possess,3925,3
caprile,3926,3
kemerer,3927,3
recognizes,3928,3
namely,3929,3
suite,3930,3
adopted,3931,3
decomposing,3932,3
gpl,3933,3
gsyc,3934,3
marginal,3935,3
prolog,3936,3
magazine,3937,3
koch,3938,3
gtk,3939,3
install,3940,3
applica-,3941,3
categorized,3942,3
in-house,3943,3
notoriously,3944,3
possibilities,3945,3
tice,3946,3
lang,3947,3
formals,3948,3
decay,3949,3
interchange,3950,3
edited,3951,3
uncover,3952,3
lat-,3953,3
limits,3954,3
prechelt,3955,3
chart,3956,3
instructionfactory,3957,3
differing,3958,3
things,3959,3
harrison,3960,3
incre-,3961,3
multi,3962,3
kansai,3963,3
standalone,3964,3
dynamically,3965,3
extensibility,3966,3
bruno,3967,3
deleting,3968,3
change-log,3969,3
chan,3970,3
square,3971,3
reveals,3972,3
elrad,3973,3
dimension,3974,3
determining,3975,3
plugins,3976,3
strict,3977,3
safely,3978,3
opportunity,3979,3
deals,3980,3
dealt,3981,3
vision,3982,3
excerpt,3983,3
melo,3984,3
prac-,3985,3
mens,3986,3
mes-,3987,3
undergone,3988,3
beth,3989,3
met-,3990,3
mers,3991,3
sively,3992,3
generalizable,3993,3
fre-,3994,3
cover,3995,3
methodologies,3996,3
usr_sbin,3997,3
kdeedu,3998,3
pieces,3999,3
bases,4000,3
oldest,4001,3
utoronto,4002,3
calculation,4003,3
presentation,4004,3
software1,4005,3
replacing,4006,3
pluggable,4007,3
dimin-,4008,3
ifi,4009,3
comparatively,4010,3
arise,4011,3
kdegames,4012,3
subcomponent,4013,3
cushions,4014,3
classical,4015,3
iii,4016,3
nonsecauth,4017,3
culture,4018,3
graph-based,4019,3
ile,4020,3
cvsroot,4021,3
unsupportedin2,4022,3
colored,4023,3
zoo,4024,3
ine,4025,3
resolution,4026,3
unrefactored,4027,3
unlikely,4028,3
histograms,4029,3
fairly,4030,3
madey,4031,3
attachments,4032,3
time-interval,4033,3
pos-,4034,3
concurrency,4035,3
inputs,4036,3
coping,4037,3
posr,4038,3
posl,4039,3
port,4040,3
front-end,4041,3
atari,4042,3
behave,4043,3
well-labeled,4044,3
college,4045,3
loca-,4046,3
higher-order,4047,3
impacts,4048,3
productiv-,4049,3
naoki,4050,3
city,4051,3
depth-first,4052,3
filled,4053,3
powerful,4054,3
modifies,4055,3
centeno,4056,3
avoids,4057,3
singlevariabledeclaration,4058,3
mozilla_m18-3,4059,3
looked,4060,3
formulated,4061,3
minute,4062,3
dforge,4063,3
semester,4064,3
exclusive,4065,3
fbcd,4066,3
ference,4067,3
jdk,4068,3
individuals,4069,3
repeated,4070,3
fragmented,4071,3
courses,4072,3
munro,4073,3
architects,4074,3
gutwin,4075,3
augmented,4076,3
sequen-,4077,3
erexceptions,4078,3
rent,4079,3
utilized,4080,3
canvas,4081,3
utilizes,4082,3
plateau,4083,3
licensing,4084,3
syst,4085,3
ception,4086,3
backward-directed,4087,3
niques,4088,3
coders,4089,3
eclipse-based,4090,3
candi-,4091,3
non-similar,4092,3
verlag,4093,3
sixth,4094,3
performs,4095,3
structed,4096,3
contact,4097,3
change-proneness,4098,3
compat,4099,3
hovericon,4100,3
attracted,4101,3
customized,4102,3
e-society,4103,3
composed,4104,3
break,4105,3
indirectly,4106,3
disabledicon,4107,3
there-,4108,3
kdenetwork,4109,3
preserve,4110,3
oregon,4111,3
kernighan,4112,3
kai,4113,3
initiative,4114,3
objective,4115,3
sequencing,4116,3
improperly,4117,3
simt,4118,3
surprised,4119,3
stopped,4120,3
hill,4121,3
kate,4122,3
declare,4123,3
lations,4124,3
unizh,4125,3
scrollbar,4126,3
heuzeroth,4127,3
typed,4128,3
dynamit,4129,3
user-defined,4130,3
overhead,4131,3
bigger,4132,3
plain,4133,3
restructure,4134,3
mated,4135,3
reads,4136,3
grappa,4137,3
outcomes,4138,3
solid,4139,3
spond,4140,3
ad-hoc,4141,3
minin,4142,3
expanded,4143,3
concentrate,4144,3
explosion,4145,3
implication,4146,3
flat-file,4147,3
reminder,4148,3
dataflow,4149,3
crawl,4150,3
employed,4151,3
lar,4152,3
las,4153,3
condition,4154,3
eral,4155,3
discretized,4156,3
tional,4157,3
doc-,4158,3
supply,4159,3
docs,4160,3
situation,4161,3
mailnews,4162,3
fashion,4163,3
converter,4164,3
finer-grained,4165,3
kdesdk,4166,3
mid-,4167,3
appropriately,4168,3
merlo,4169,3
fur-,4170,3
teaching,4171,3
loo,4172,3
inheriting,4173,3
merely,4174,3
coretinderboxall,4175,3
interests,4176,3
recognizing,4177,3
checker,4178,3
indentation,4179,3
helsinki,4180,3
linehelp,4181,3
park,4182,3
browsed,4183,3
seeking,4184,3
ambiguous,4185,3
chicago,4186,3
mili,4187,3
senior,4188,3
subdirectory,4189,3
radius,4190,3
agreements,4191,3
sults,4192,3
fea-,4193,3
optimized,4194,3
corrective,4195,3
miss,4196,3
ings,4197,3
spelling,4198,3
custom,4199,3
append,4200,3
feat,4201,3
jesus,4202,3
sents,4203,3
advocates,4204,3
ethical,4205,3
spacco,4206,3
ganter,4207,3
feel,4208,3
wright,4209,3
me-,4210,3
ideas,4211,3
opers,4212,3
background,4213,3
surveyed,4214,3
recursion,4215,3
methodname,4216,3
avoided,4217,3
receives,4218,3
depen-,4219,3
strategies,4220,3
classcastexceptions,4221,3
modelling,4222,3
assurance,4223,3
alloy,4224,3
mnt,4225,3
sazawal,4226,3
changelog,4227,3
toward,4228,3
throwing,4229,3
putational,4230,3
component-manager,4231,3
msg,4232,3
prepared,4233,3
informality,4234,3
coarse,4235,3
cleaned,4236,3
matellan,4237,3
subcontract,4238,3
mvw,4239,3
saves,4240,3
assigning,4241,3
upgrade,4242,3
customizable,4243,3
decreased,4244,3
nents,4245,3
genealo-,4246,3
accross,4247,3
originally,4248,3
inconsistencies,4249,3
rics,4250,3
na-,4251,3
capabilities,4252,3
contributors,4253,3
sigonneau,4254,3
normalization,4255,3
gies,4256,3
encourage,4257,3
kdewebdev,4258,3
stores,4259,3
mdi_cs,4260,3
ptff,4261,3
quarti,4262,3
entails,4263,3
nij,4264,3
user-friendliness,4265,3
eliminated,4266,3
gine,4267,3
end-pos,4268,3
time-consuming,4269,3
cambridge,4270,3
decrease,4271,3
pre-defined,4272,3
non,4273,3
scalability,4274,3
redundant,4275,3
pr-miner,4276,3
delivers,4277,3
discard,4278,3
utilize,4279,3
nsf,4280,3
preprocessed,4281,3
flags,4282,3
occasionally,4283,3
tool-chain,4284,3
start-pos,4285,3
num,4286,3
use-,4287,3
libcvs,4288,3
approx,4289,3
keir,4290,3
classcoh,4291,3
top-level,4292,3
customize,4293,3
engineer-,4294,3
rounding,4295,3
parnas,4296,3
clarify,4297,3
kent,4298,3
arose,4299,3
rosso,4300,3
may-03,4301,3
augur,4302,3
ocaml,4303,3
metal,4304,3
usu-,4305,3
trade-off,4306,3
commentequivclass,4307,3
springer-verlag,4308,3
algebraic,4309,3
keys,4310,3
weibgerber,4311,3
backend,4312,3
crosscuts,4313,3
keyboard,4314,3
purushothaman,4315,3
ori-,4316,3
clarke,4317,3
libc,4318,3
complementing,4319,3
ons,4320,3
multiplying,4321,3
user-to-user,4322,3
extensible,4323,3
researches,4324,3
samples,4325,3
bottom-,4326,3
distribu-,4327,3
phoenixtinderbox,4328,3
ghosh,4329,3
cations,4330,3
subtrees,4331,3
signifi-,4332,3
initializer,4333,3
belady,4334,3
mathematical,4335,3
kdepim,4336,3
wampler,4337,3
ponents,4338,3
bayes,4339,3
considers,4340,3
neutral,4341,3
postreplacechild,4342,3
apparent,4343,3
wesley,4344,3
touchgraph,4345,3
persistency,4346,3
sures,4347,3
leverages,4348,3
specifications,4349,3
ecoop,4350,3
exceed,4351,3
error-prone,4352,3
matchings,4353,3
sages,4354,3
locals,4355,3
pdt,4356,3
kobourov,4357,3
geneal-,4358,3
detect-,4359,3
itories,4360,3
pie,4361,3
latency,4362,3
kdegraphics,4363,3
machines,4364,3
organiza-,4365,3
komondoor,4366,3
designator,4367,3
ppc,4368,3
realize,4369,3
intrinsic,4370,3
localizing,4371,3
anything,4372,3
rotation,4373,3
textarea,4374,3
prereplacechild,4375,3
mentation,4376,3
latent,4377,3
stackoverflowerrors,4378,3
summarize,4379,3
incidence,4380,3
mentations,4381,3
answering,4382,3
ramil,4383,3
re-development,4384,3
clean,4385,3
neither,4386,3
essary,4387,3
devised,4388,3
millions,4389,3
zurich,4390,3
utilizing,4391,3
sparc,4392,3
transition,4393,3
series,4394,3
smalleditequivclass,4395,3
fig-,4396,3
koschke,4397,3
introductory,4398,3
primarily,4399,3
peculiar,4400,3
anticipated,4401,3
fix-on-fix,4402,3
ductivity,4403,3
clients,4404,3
backward,4405,3
rankings,4406,3
complicate,4407,3
glue,4408,3
topmost,4409,3
unless,4410,3
temporal-position,4411,3
designing,4412,3
pfevo,4413,3
simon,4414,3
gamma,4415,3
conforms,4416,3
higher-level,4417,3
engler,4418,3
kdemultimedia,4419,3
clude,4420,3
simth,4421,3
dependent,4422,3
compress,4423,3
annotates,4424,3
telea,4425,3
span,4426,3
spade,4427,3
covered,4428,3
consis-,4429,3
aggregate,4430,3
vague,4431,3
alphanumeric,4432,3
ab-,4433,3
exam,4434,3
well-defined,4435,3
calling,4436,3
iso-,4437,3
berliner,4438,3
dark-gray,4439,3
helped,4440,3
kdelib,4441,3
duplicates,4442,3
res,4443,3
parsed,4444,3
tsts,4445,3
exit,4446,3
cre-,4447,3
aid,4448,3
quantitatively,4449,3
yacc,4450,3
steadily,4451,3
firstly,4452,3
inaccuracy,4453,3
outputs,4454,3
aks,4455,3
implicitly,4456,3
percentages,4457,3
simpler,4458,3
ratios,4459,3
matchblck,4460,3
t40,4461,3
tuned,4462,3
oxford,4463,3
check-ins,4464,3
vide,4465,3
visions,4466,3
vice,4467,3
cant,4468,3
aug,4469,3
one-to-many,4470,3
experimented,4471,3
benefits,4472,3
absence,4473,3
generating,4474,3
avg,4475,3
result-,4476,3
utf-8,4477,3
iccs,4478,3
lokan,4479,3
cate,4480,3
decomposed,4481,3
mork,4482,3
causing,4483,3
sat,4484,3
sandwich,4485,3
bb2,4486,3
dele-,4487,3
suffer,4488,3
matsumura,4489,3
containment,4490,3
joined,4491,3
herraiz,4492,3
icomparenavigator,4493,3
lemma,4494,3
france,4495,3
chrome,4496,3
msr04,4497,3
googletm,4498,3
bi-,4499,3
exhibits,4500,3
sis,4501,3
identifications,4502,3
bin,4503,3
satisfied,4504,3
begin,4505,3
secondly,4506,3
snf,4507,3
likewise,4508,3
proceeds,4509,3
tracting,4510,3
ysis,4511,3
encouraged,4512,3
draws,4513,3
subsets,4514,3
overcome,4515,3
neighboring,4516,3
tware,4517,3
decompo-,4518,3
expres-,4519,3
backing,4520,3
encourages,4521,3
frameworks,4522,3
tested,4523,3
tained,4524,3
arti-,4525,3
ements,4526,3
ating,4527,3
testrun,4528,3
checkstyle,4529,3
taylor,4530,3
behaviors,4531,3
tax,4532,3
typedef,4533,3
cal,4534,3
aware,4535,3
smooth,4536,3
motion,4537,3
coefficients,4538,3
tenance,4539,2
hall,4540,2
diverged,4541,2
pick,4542,2
ter,4543,2
finders,4544,2
competent,4545,2
standards,4546,2
stasko,4547,2
ipated,4548,2
hang,4549,2
hap-,4550,2
turn,4551,2
islocal,4552,2
postings,4553,2
data1,4554,2
statman,4555,2
tha,4556,2
neighbor,4557,2
straight,4558,2
appman,4559,2
converting,4560,2
predefined,4561,2
tim,4562,2
cha,4563,2
sant,4564,2
infosys,4565,2
gone,4566,2
chy,4567,2
notations,4568,2
comprehensible,4569,2
motivate,4570,2
roweis,4571,2
populate,4572,2
to-,4573,2
cla,4574,2
cordy,4575,2
ping,4576,2
co4,4577,2
real-life,4578,2
powerpc,4579,2
redundancy,4580,2
toy,4581,2
rou-,4582,2
wgrisc,4583,2
regard,4584,2
automation,4585,2
scripting,4586,2
tss,4587,2
linkbrowser,4588,2
ttr,4589,2
respond,4590,2
caught,4591,2
uncertain,4592,2
sourcing,4593,2
tut,4594,2
eposee,4595,2
operation-based,4596,2
tracery,4597,2
analy-,4598,2
offering,4599,2
fse-12,4600,2
sakai,4601,2
concurrent,4602,2
redis-,4603,2
gener-,4604,2
show-,4605,2
prevented,4606,2
donating,4607,2
reporter,4608,2
filling,4609,2
position-color,4610,2
mann-,4611,2
initiate,4612,2
kevin,4613,2
starts,4614,2
tributing,4615,2
facstaff,4616,2
eichsta,4617,2
erose,4618,2
resear,4619,2
consistency,4620,2
manu-,4621,2
sutton,4622,2
addison,4623,2
tssimdjisimt,4624,2
d_k,4625,2
inherits,4626,2
appli-,4627,2
ubc,4628,2
dau,4629,2
unlabeled,4630,2
pointing,4631,2
speeds,4632,2
migrated,4633,2
gluetheos,4634,2
khtml_part,4635,2
tent,4636,2
ethnographic,4637,2
declining,4638,2
sumption,4639,2
loughran,4640,2
annals,4641,2
fellowship,4642,2
any-,4643,2
demands,4644,2
contracted,4645,2
des,4646,2
overwritten,4647,2
cube,4648,2
hability,4649,2
rela-,4650,2
mentions,4651,2
ters,4652,2
prototyping,4653,2
lethbridge,4654,2
linkage,4655,2
transparent,4656,2
negations,4657,2
tern,4658,2
rigid,4659,2
methodolo-,4660,2
stage,4661,2
diversification,4662,2
textual-pattern,4663,2
brown,4664,2
inlined,4665,2
colchester,4666,2
accord-,4667,2
loat,4668,2
training,4669,2
ferre,4670,2
expectation,4671,2
duration,4672,2
mvme68k,4673,2
failure-inducing,4674,2
descrip-,4675,2
qualified,4676,2
thick,4677,2
balance,4678,2
stan-,4679,2
blackburn,4680,2
yielded,4681,2
invalid,4682,2
wods,4683,2
pristine,4684,2
accumulate,4685,2
viding,4686,2
sequence-mining,4687,2
vldb,4688,2
usr,4689,2
lungu,4690,2
deletecriticalsection,4691,2
motivated,4692,2
bearing,4693,2
weights,4694,2
separator,4695,2
originate,4696,2
regqueryvalueexa,4697,2
nonetheless,4698,2
dispose,4699,2
threats,4700,2
suppressed,4701,2
hiding,4702,2
boxes,4703,2
divergent,4704,2
doshisha,4705,2
nagappan,4706,2
ministry,4707,2
scam,4708,2
yyyy-mm-dd,4709,2
examines,4710,2
listings,4711,2
identifiable,4712,2
cretized,4713,2
exploiting,4714,2
stringer,4715,2
approximate,4716,2
expressing,4717,2
darker,4718,2
uniformly,4719,2
mas-,4720,2
nonempty,4721,2
invoking,4722,2
mass,4723,2
mask,4724,2
setmaxlocals,4725,2
disagree,4726,2
relational,4727,2
whitespace,4728,2
cuses,4729,2
underlies,4730,2
loss,4731,2
incentive,4732,2
routinely,4733,2
architec-,4734,2
oopsla,4735,2
michele,4736,2
lenges,4737,2
thresh-,4738,2
exist-,4739,2
ifip,4740,2
registration,4741,2
stated,4742,2
verify,4743,2
usernames,4744,2
max-,4745,2
exploration,4746,2
signments,4747,2
scientific,4748,2
winter,4749,2
by_exception,4750,2
ohba,4751,2
practicioner-advocates,4752,2
www-cse,4753,2
tree-based,4754,2
inspired,4755,2
duvall,4756,2
ovals,4757,2
diff-snippet,4758,2
single-developer,4759,2
variations,4760,2
dtotal,4761,2
hippel,4762,2
fix-in-,4763,2
newer,4764,2
lease,4765,2
em-,4766,2
abstrac-,4767,2
collide,4768,2
obtaining,4769,2
hardly,4770,2
quires,4771,2
accomplish,4772,2
von,4773,2
subsumes,4774,2
females,4775,2
paolo,4776,2
callee,4777,2
gradually,4778,2
deepest,4779,2
narrow,4780,2
educating,4781,2
postbus,4782,2
asked,4783,2
exampl,4784,2
brary,4785,2
nent,4786,2
trial,4787,2
ohira,4788,2
ev-,4789,2
actional,4790,2
shall,4791,2
traverse,4792,2
typing,4793,2
individually,4794,2
recomputed,4795,2
mac68k,4796,2
centric,4797,2
declared,4798,2
prioritize,4799,2
rated,4800,2
xslt,4801,2
estab-,4802,2
net-,4803,2
net3,4804,2
establishing,4805,2
skills,4806,2
countries,4807,2
degraded,4808,2
argues,4809,2
type-based,4810,2
referencing,4811,2
s1-s1,4812,2
apriori,4813,2
appr,4814,2
appt,4815,2
bandwidth,4816,2
cess,4817,2
florida,4818,2
administration,4819,2
microsoft,4820,2
operator,4821,2
expressions,4822,2
koskimies,4823,2
postponed,4824,2
recur-,4825,2
grep,4826,2
grex,4827,2
conditionals,4828,2
sigplan,4829,2
stubs,4830,2
reconstruc-,4831,2
larger-scale,4832,2
issued,4833,2
double,4834,2
suit,4835,2
petere,4836,2
toolchain,4837,2
tifies,4838,2
berlin,4839,2
porting,4840,2
user-,4841,2
tural,4842,2
effec-,4843,2
meanings,4844,2
sum-,4845,2
systa,4846,2
finalize,4847,2
organizing,4848,2
tified,4849,2
originated,4850,2
fer,4851,2
wgg,4852,2
hierar-,4853,2
plex,4854,2
configured,4855,2
revisited,4856,2
outside,4857,2
unfavorable,4858,2
topic,4859,2
sums,4860,2
option,4861,2
debian3,4862,2
remark,4863,2
intra-file,4864,2
supp,4865,2
didn,4866,2
gator,4867,2
colleges,4868,2
sur-,4869,2
administrative,4870,2
fol-,4871,2
cvsanaly,4872,2
unbound,4873,2
intermediary,4874,2
b5,4875,2
b6,4876,2
ab,4877,2
qualifiedtype,4878,2
c0,4879,2
compression,4880,2
optimizations,4881,2
implying,4882,2
serepository,4883,2
scoring,4884,2
charge,4885,2
cl,4886,2
e4,4887,2
cobol,4888,2
dc,4889,2
dd,4890,2
transducer,4891,2
fo-,4892,2
ds,4893,2
ef,4894,2
ej,4895,2
g0,4896,2
eq,4897,2
schemas,4898,2
ff,4899,2
lishing,4900,2
look-ahead,4901,2
fs,4902,2
charc-,4903,2
oberleitner,4904,2
gy,4905,2
ha,4906,2
beydeda,4907,2
sulting,4908,2
triggered,4909,2
tabulate,4910,2
tially,4911,2
ib,4912,2
https,4913,2
ij,4914,2
il,4915,2
somebody,4916,2
mockus2000,4917,2
occurrence,4918,2
mvme88k,4919,2
porta-,4920,2
kl,4921,2
m1,4922,2
m2,4923,2
lb,4924,2
topological,4925,2
fun,4926,2
lu,4927,2
sea-,4928,2
lx,4929,2
tines,4930,2
morgan,4931,2
limit,4932,2
fectiveness,4933,2
porter,4934,2
dinary,4935,2
my,4936,2
plug,4937,2
ni,4938,2
p-,4939,2
ns,4940,2
exten-,4941,2
mixed,4942,2
elapsed,4943,2
mircea,4944,2
om,4945,2
allocated,4946,2
op,4947,2
ot,4948,2
occupies,4949,2
pareto,4950,2
pf,4951,2
easier,4952,2
r0,4953,2
po,4954,2
r6,4955,2
r7,4956,2
readily,4957,2
r8,4958,2
discipline,4959,2
s3,4960,2
s4,4961,2
s5,4962,2
rn,4963,2
se,4964,2
relabelings,4965,2
association-rules,4966,2
u1,4967,2
u2,4968,2
sq,4969,2
ss,4970,2
ta,4971,2
faceted,4972,2
left-bottom,4973,2
gether,4974,2
tn,4975,2
v5,4976,2
tt,4977,2
joins,4978,2
tw,4979,2
loader,4980,2
ue,4981,2
gruhn,4982,2
ui,4983,2
w1,4984,2
w2,4985,2
w3,4986,2
ur,4987,2
w4,4988,2
ut,4989,2
entation,4990,2
n-ary,4991,2
montazeri,4992,2
thin,4993,2
breakthrough,4994,2
emphasize,4995,2
hawaii,4996,2
uncovered,4997,2
xm,4998,2
globalunlock,4999,2
ye,5000,2
helm,5001,2
filtered,5002,2
deeply,5003,2
ze,5004,2
